[Fri Feb 13 09:54:46 EST 2026] Watchdog started
[Fri Feb 13 12:02:09 EST 2026] Health FAILED
[Fri Feb 13 12:02:09 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:02:37 EST 2026] Health FAILED
[Fri Feb 13 12:02:37 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:03:30 EST 2026] Health FAILED
[Fri Feb 13 12:03:30 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:03:59 EST 2026] Health FAILED
[Fri Feb 13 12:03:59 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:04:27 EST 2026] Health FAILED
[Fri Feb 13 12:04:27 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:04:55 EST 2026] Health FAILED
[Fri Feb 13 12:04:55 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:05:23 EST 2026] Health FAILED
[Fri Feb 13 12:05:23 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:05:51 EST 2026] Health FAILED
[Fri Feb 13 12:05:51 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:07:48 EST 2026] Health FAILED
[Fri Feb 13 12:07:48 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:08:16 EST 2026] Health FAILED
[Fri Feb 13 12:08:16 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:08:44 EST 2026] Health FAILED
[Fri Feb 13 12:08:44 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:09:12 EST 2026] Health FAILED
[Fri Feb 13 12:09:12 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:09:41 EST 2026] Health FAILED
[Fri Feb 13 12:09:41 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:10:09 EST 2026] Health FAILED
[Fri Feb 13 12:10:09 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:10:37 EST 2026] Health FAILED
[Fri Feb 13 12:10:37 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:11:05 EST 2026] Health FAILED
[Fri Feb 13 12:11:05 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:11:33 EST 2026] Health FAILED
[Fri Feb 13 12:11:33 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:12:01 EST 2026] Health FAILED
[Fri Feb 13 12:12:01 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:12:29 EST 2026] Health FAILED
[Fri Feb 13 12:12:29 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:12:57 EST 2026] Health FAILED
[Fri Feb 13 12:12:57 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:13:25 EST 2026] Health FAILED
[Fri Feb 13 12:13:25 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:13:53 EST 2026] Health FAILED
[Fri Feb 13 12:13:53 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:14:21 EST 2026] Health FAILED
[Fri Feb 13 12:14:21 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:14:49 EST 2026] Health FAILED
[Fri Feb 13 12:14:49 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:15:18 EST 2026] Health FAILED
[Fri Feb 13 12:15:18 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:15:46 EST 2026] Health FAILED
[Fri Feb 13 12:15:46 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:16:14 EST 2026] Health FAILED
[Fri Feb 13 12:16:14 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:16:42 EST 2026] Health FAILED
[Fri Feb 13 12:16:42 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:17:10 EST 2026] Health FAILED
[Fri Feb 13 12:17:10 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:17:38 EST 2026] Health FAILED
[Fri Feb 13 12:17:38 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:18:06 EST 2026] Health FAILED
[Fri Feb 13 12:18:06 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:18:34 EST 2026] Health FAILED
[Fri Feb 13 12:18:34 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:19:02 EST 2026] Health FAILED
[Fri Feb 13 12:19:02 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:19:30 EST 2026] Health FAILED
[Fri Feb 13 12:19:30 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:19:58 EST 2026] Health FAILED
[Fri Feb 13 12:19:58 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:20:27 EST 2026] Health FAILED
[Fri Feb 13 12:20:27 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:20:55 EST 2026] Health FAILED
[Fri Feb 13 12:20:55 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:21:23 EST 2026] Health FAILED
[Fri Feb 13 12:21:23 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:21:51 EST 2026] Health FAILED
[Fri Feb 13 12:21:51 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:22:19 EST 2026] Health FAILED
[Fri Feb 13 12:22:19 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:22:47 EST 2026] Health FAILED
[Fri Feb 13 12:22:47 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:23:15 EST 2026] Health FAILED
[Fri Feb 13 12:23:15 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:23:43 EST 2026] Health FAILED
[Fri Feb 13 12:23:43 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:24:11 EST 2026] Health FAILED
[Fri Feb 13 12:24:11 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:24:39 EST 2026] Health FAILED
[Fri Feb 13 12:24:39 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:25:07 EST 2026] Health FAILED
[Fri Feb 13 12:25:07 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:25:35 EST 2026] Health FAILED
[Fri Feb 13 12:25:35 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:26:04 EST 2026] Health FAILED
[Fri Feb 13 12:26:04 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:26:32 EST 2026] Health FAILED
[Fri Feb 13 12:26:32 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:27:00 EST 2026] Health FAILED
[Fri Feb 13 12:27:00 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:27:28 EST 2026] Health FAILED
[Fri Feb 13 12:27:28 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:27:56 EST 2026] Health FAILED
[Fri Feb 13 12:27:56 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:28:24 EST 2026] Health FAILED
[Fri Feb 13 12:28:24 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:28:52 EST 2026] Health FAILED
[Fri Feb 13 12:28:52 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:29:20 EST 2026] Health FAILED
[Fri Feb 13 12:29:20 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:29:48 EST 2026] Health FAILED
[Fri Feb 13 12:29:48 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:30:16 EST 2026] Health FAILED
[Fri Feb 13 12:30:16 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:30:44 EST 2026] Health FAILED
[Fri Feb 13 12:30:44 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:31:12 EST 2026] Health FAILED
[Fri Feb 13 12:31:12 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:31:41 EST 2026] Health FAILED
[Fri Feb 13 12:31:41 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:32:09 EST 2026] Health FAILED
[Fri Feb 13 12:32:09 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:32:37 EST 2026] Health FAILED
[Fri Feb 13 12:32:37 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:33:05 EST 2026] Health FAILED
[Fri Feb 13 12:33:05 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:33:33 EST 2026] Health FAILED
[Fri Feb 13 12:33:33 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:34:01 EST 2026] Health FAILED
[Fri Feb 13 12:34:01 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:34:29 EST 2026] Health FAILED
[Fri Feb 13 12:34:29 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:34:57 EST 2026] Health FAILED
[Fri Feb 13 12:34:57 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:35:25 EST 2026] Health FAILED
[Fri Feb 13 12:35:25 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:35:53 EST 2026] Health FAILED
[Fri Feb 13 12:35:53 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:36:21 EST 2026] Health FAILED
[Fri Feb 13 12:36:21 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:36:49 EST 2026] Health FAILED
[Fri Feb 13 12:36:49 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:37:18 EST 2026] Health FAILED
[Fri Feb 13 12:37:18 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:37:46 EST 2026] Health FAILED
[Fri Feb 13 12:37:46 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:38:14 EST 2026] Health FAILED
[Fri Feb 13 12:38:14 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:38:42 EST 2026] Health FAILED
[Fri Feb 13 12:38:42 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:39:10 EST 2026] Health FAILED
[Fri Feb 13 12:39:10 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:39:38 EST 2026] Health FAILED
[Fri Feb 13 12:39:38 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:40:06 EST 2026] Health FAILED
[Fri Feb 13 12:40:06 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:40:34 EST 2026] Health FAILED
[Fri Feb 13 12:40:34 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:41:02 EST 2026] Health FAILED
[Fri Feb 13 12:41:02 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:41:30 EST 2026] Health FAILED
[Fri Feb 13 12:41:30 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:41:58 EST 2026] Health FAILED
[Fri Feb 13 12:41:58 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:42:27 EST 2026] Health FAILED
[Fri Feb 13 12:42:27 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:42:55 EST 2026] Health FAILED
[Fri Feb 13 12:42:55 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:43:23 EST 2026] Health FAILED
[Fri Feb 13 12:43:23 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

[Fri Feb 13 12:43:51 EST 2026] Health FAILED
[Fri Feb 13 12:43:51 EST 2026] Restarting server...

> ai-builder@0.1.0 dev
> next dev

